piece_id,descr,category
clik02,"Clikits Figure Daisy - Brown Hair, Orange Top, Aqua Skirt, Dark Pink Sandals",Minifigs
clikits001,"Clikits Icon, Heart 2 x 2 Large with Pin",Clikits
clikits001pb01,"Clikits Icon, Heart 2 x 2 Large with Pin, Small Offset Heart Print",Clikits
clikits001pb02,"Clikits Icon, Heart 2 x 2 Large with Pin, Magenta Heart Cutout Print",Clikits
clikits001pb03,"Clikits Icon, Heart 2 x 2 Large with Pin, Dark Pink Stripes Print",Clikits
clikits001pb04,"Clikits Icon, Heart 2 x 2 Large with Pin, Silver Stars Print",Clikits
clikits001pb05,"Clikits Icon, Heart 2 x 2 Large with Pin, White Spots Print",Clikits
clikits001pb06,"Clikits Icon, Heart 2 x 2 Large with Pin, White Heart Center Print",Clikits
clikits001pb07,"Clikits Icon, Heart 2 x 2 Large with Pin, Black 'Love' Print",Clikits
clikits001pb08,"Clikits Icon, Heart 2 x 2 Large with Pin, Black Bow Print",Clikits
clikits001pb09,"Clikits Icon, Heart 2 x 2 Large with Pin, Black Bow and 3 Small Dark Pink Hearts Print",Clikits
clikits001pb10,"Clikits Icon, Heart 2 x 2 Large with Pin, Silver Heart Cutout Print",Clikits
clikits002,"Clikits Icon, Heart 2 x 2 Small with Hole",Clikits
clikits003,"Clikits Bead, Ring Thick Small with Hole",Clikits
clikits004,"Clikits Icon, Flower 10 Petals 2 x 2 Small with Pin",Clikits
clikits005,"Clikits Icon, Flower 10 Petals 2 x 2 Small with Hole",Clikits
clikits006,"Clikits Icon, Star 2 x 2 Large with Pin",Clikits
clikits006pb01,"Clikits Icon, Star 2 x 2 Large with Pin, Blue Stripes Print",Clikits
clikits006pb02,"Clikits Icon, Star 2 x 2 Large with Pin, Silver Star Center Print",Clikits
clikits006pb03,"Clikits Icon, Star 2 x 2 Large with Pin, White Star Cutout Print",Clikits
clikits006pb04,"Clikits Icon, Star 2 x 2 Large with Pin, Silver Star Cutout Print",Clikits
clikits006pb05,"Clikits Icon, Star 2 x 2 Large with Pin, Silver Diagonal Stripes Print",Clikits
clikits007,"Clikits Icon, Star 2 x 2 Small with Hole",Clikits
clikits008,"Clikits Bead, Ring Thick Small Double with 2 Pins",Clikits
clikits009,"Clikits Bead, Small with Hole",Clikits
clikits010,"Clikits Cord, Jelly String with 2 Caps - 165mm - side attachment",Clikits
clikits011,"Clikits Frame, Square with 3 x 3 Holes Arrangement",Clikits
clikits011pb01,"Clikits Frame, Square with 3 x 3 Holes Arrangement, color graduating to Bright Green",Clikits
clikits012,"Clikits Frame, Square Center Pane, 4 x 4",Clikits
clikits013,"Clikits Icon, Star 2 x 2 Small with Pin",Clikits
clikits013pb01,"Clikits Icon, Star 2 x 2 Small with Pin, Blue Stripes Print",Clikits
clikits013pb02,"Clikits Icon, Star 2 x 2 Small with Pin, Black Star and 3 Dark Red Stripes Print",Clikits
clikits013pb03,"Clikits Icon, Star 2 x 2 Small with Pin, Yellow Spots as Starfish Print",Clikits
clikits013pb04,"Clikits Icon, Star 2 x 2 Small with Pin, Yellow Spots in Circle Print",Clikits
clikits014,"Clikits Icon, Square 2 x 2 Small with Hole",Clikits
clikits015,"Clikits Icon, Square 2 x 2 Small with Pin",Clikits
clikits015a,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'A' Print",Clikits
clikits015ac,"Clikits Icon, Square 2 x 2 Small with Pin and Silver Danish 'A' Circle Print",Clikits
clikits015ae,"Clikits Icon, Square 2 x 2 Small with Pin and Silver Danish 'AE' Print",Clikits
clikits015b,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'B' Print",Clikits
clikits015c,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'C' Print",Clikits
clikits015d,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'D' Print",Clikits
clikits015e,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'E' Print",Clikits
clikits015f,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'F' Print",Clikits
clikits015g,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'G' Print",Clikits
clikits015h,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'H' Print",Clikits
clikits015i,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'I' Print",Clikits
clikits015j,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'J' Print",Clikits
clikits015k,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'K' Print",Clikits
clikits015l,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'L' Print",Clikits
clikits015m,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'M' Print",Clikits
clikits015n,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'N' Print",Clikits
clikits015o,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'O' Print",Clikits
clikits015osla,"Clikits Icon, Square 2 x 2 Small with Pin and Silver Danish 'O' Slash Print",Clikits
clikits015ou,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'O' Umlaut Print",Clikits
clikits015p,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'P' Print",Clikits
clikits015q,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'Q' Print",Clikits
clikits015r,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'R' Print",Clikits
clikits015s,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'S' Print",Clikits
clikits015t,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'T' Print",Clikits
clikits015u,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'U' Print",Clikits
clikits015uu,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'U' Umlaut Print",Clikits
clikits015v,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'V' Print",Clikits
clikits015w,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'W' Print",Clikits
clikits015x,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'X' Print",Clikits
clikits015y,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'Y' Print",Clikits
clikits015z,"Clikits Icon, Square 2 x 2 Small with Pin and Silver 'Z' Print",Clikits
clikits016,"Clikits Icon, Square 2 x 2 Large with Pin",Clikits
clikits016pb01,"Clikits Icon, Square 2 x 2 Large with Pin, Silver Square Print",Clikits
clikits016pb02,"Clikits Icon, Square 2 x 2 Large with Pin, White Snowflake Print",Clikits
clikits016pb03,"Clikits Icon, Square 2 x 2 Large with Pin, Silver Stripes Print",Clikits
clikits016pb04,"Clikits Icon, Square 2 x 2 Large with Pin, Silver Square Cutout Print",Clikits
clikits016pb05,"Clikits Icon, Square 2 x 2 Large with Pin, Silver Square with Cutout and Offset Small Silver Square Print",Clikits
clikits017,Clikits Hair Clip Metal with Hole,Clikits
clikits018,"Clikits Cord, Jelly String with 2 Caps - 375mm - top attachment",Clikits
clikits020,"Clikits Icon, Flower 10 Petals 2 x 2 Large with Pin",Clikits
clikits021,Clikits Part Separator,Clikits
clikits022,"Clikits Icon, Flower 5 Petals 2 x 2 Small with Pin",Clikits
clikits023,"Clikits Icon, Flower 5 Petals 2 x 2 Small with Pin, Trans-Dark Pink Center Facet Gem",Clikits
clikits024,"Clikits Icon, Flower 5 Petals 2 x 2 Small with Hole",Clikits
clikits025,"Clikits Bead, Ring Thin Large with Hole",Clikits
clikits026,"Clikits Icon, Flower 10 Petals 2 x 2 Large with Pin, Trans-Neon Orange Center Cabochon",Clikits
clikits027,"Clikits Icon, Heart 2 x 2 Small with Pin",Clikits
clikits027pb02,"Clikits Icon, Heart 2 x 2 Small with Pin, Silver Star Center Print",Clikits
clikits028,"Clikits Icon, Round 2 x 2 Small Thin with Pin",Clikits
clikits028pb01,"Clikits Icon, Round 2 x 2 Small Thin with Pin, Orange Stripes Print",Clikits
clikits028pb02,"Clikits Icon, Round 2 x 2 Small Thin with Pin, Reddish Orange Stripes Print",Clikits
clikits029,"Clikits Icon, Round 2 x 2 Small Thick with Pin (Cap)",Clikits
clikits030,"Clikits Icon, Flower 10 Petals 2 x 2 Large with Pin, Trans-Yellow Center Cabochon",Clikits
clikits032,"Clikits Flexy Film, Leaf 5 x 3",Clikits
clikits033,"Clikits Flexy Film, Leaf 6 x 4",Clikits
clikits034,"Clikits Flexy Film, Flower 10 Petals 3 x 3",Clikits
clikits035,"Clikits Flexy Film, Flower 10 Petals 4.5 x 4.5",Clikits
clikits036,"Clikits Flexy Film, Flower 10 Petals 6 x 6",Clikits
clikits037,"Clikits Cord, Elastic Loop 6 x 6 with 13mm metal band (Hair Band)",Clikits
clikits038,"Clikits Icon, Round 2 x 2 Small with Hole",Clikits
clikits040,"Clikits Cord, Jelly String with 2 Caps - 170mm - top attachment",Clikits
clikits041,"Clikits Cord, Jelly String with 2 Caps - 235mm - side attachment",Clikits
clikits042,"Clikits Ring, Narrow Band with Hole in Top, Fits Child's Finger",Clikits
clikits044,"Clikits Sorting Tray 5 Compartment, Bottom",Non-LEGO
clikits045,"Clikits Sorting Tray 5 Compartment, Lid",Non-LEGO
clikits046,"Clikits Flexy Film, Heart 3 x 3",Clikits
clikits047,"Clikits Icon, Flower 5 Petals 2 x 2 Small with Pin, Trans-Medium Blue Center Facet Gem",Clikits
clikits048,"Clikits Icon, Flower 5 Petals 2 x 2 Small with Pin, Trans-Yellow Center Facet Gem",Clikits
clikits049,"Clikits Cord, Jelly String with 2 Caps - 375mm - Side Attachment",Clikits
clikits052,Clikits Tote (29 x 23 x 7 Studs),Clikits
clikits053,"Clikits Flexy Film, Flower 5 Petals 3 x 3",Clikits
clikits054,"Clikits Flexy Film, Flower 5 Petals 4.5 x 4.5",Clikits
clikits055,"Clikits Flexy Film, Flower 5 Petals 6 x 6",Clikits
clikits056,"Clikits Flexy Film, Flower 5 Petals 7.5 x 7.5",Clikits
clikits057,"Clikits Flexy Film, Strip 2 x 14 with Rounded Ends and 5 Holes",Clikits
clikits058,"Clikits Flexy Film, Strip 2 x 8 with Rounded Ends and 3 Holes",Clikits
clikits059,"Clikits Cloth, Flower Puffy 5 x 5 (reverses to complementary color)",Clikits
clikits060,"Clikits Cloth, Heart Puffy 5 x 5",Clikits
clikits061,"Clikits Flexy Film, Star 3 x 3",Clikits
clikits062,"Clikits Flexy Film, Star 5 x 5",Clikits
clikits063,"Clikits Paper, Icon Accent, Square 3 x 3 Special Effect Surface",Clikits
clikits064,"Clikits Paper, Icon Accent, Star 5 x 5 Special Effect Surface",Clikits
clikits065,"Clikits Paper, Icon Accent, Square 4 x 4 Special Effect Surface",Clikits
clikits067,"Clikits Plastic, Rectangle 14 x 8.5 with Rounded Corners and 7 Holes",Clikits
clikits068,"Clikits Frame, Square Center Pane, 10 x 10",Clikits
clikits069,"Clikits Frame, Square with 5 x 5 Holes Arrangement",Clikits
clikits069pb01,"Clikits Frame, Square with 5 x 5 Holes Arrangement, color graduating to Dark Pink",Clikits
clikits069pb02,"Clikits Frame, Square with 5 x 5 Holes Arrangement, color graduating to Bright Green",Clikits
clikits070,"Clikits Sorting Tray 9 Compartment, Lid",Non-LEGO
clikits071,"Clikits Sorting Tray 9 Compartment, Bottom",Non-LEGO
clikits072,"Clikits Connector, Rod 1 x 25 with 9 Holes (cross piece for mobile)",Clikits
clikits073,"Clikits Cord, Jelly String with 2 Caps - 235mm - one top and one side attachment",Clikits
clikits074,"Clikits Plastic, Rectangle 5 x 8.5 with Rounded Corners and 6 Holes",Clikits
clikits075,"Clikits Flexy Film, Flower 10 Petals 7 x 7",Clikits
clikits076,"Clikits Paper, Insert 4 x 4 for Frame clikits011, Flowers Image",Clikits
clikits077,"Clikits Bracelet, Bangle with Hole, Fits Child's Wrist",Clikits
clikits077pb01,"Clikits Bracelet, Bangle with Hole, Fits Child's Wrist, color graduating to Bright Green",Clikits
clikits078,"Clikits Flexy Film, Star 4 x 4 with Raised Border",Clikits
clikits079,"Clikits Icon, Heart 2 x 2 Large with Hole",Clikits
clikits080,"Clikits Flexy Film, Heart 4 x 4 with Raised Border",Clikits
clikits081,"Clikits Flexy Film, Flower 10 Petals 4 x 4 with Raised Border",Clikits
clikits082,"Clikits Connector, L-Bent with 2 Pins",Clikits
clikits083,"Clikits Icon, Star 2 x 2 Large with Hole",Clikits
clikits084,"Clikits Icon, Flower 10 Petals 2 x 2 Large with Hole",Clikits
clikits085,Clikits Ring 3.5 x 3.5 (for Keys),Clikits
clikits086,"Clikits Icon, Round 2 x 2 Large with Pin",Clikits
clikits086pb01,"Clikits Icon, Round 2 x 2 Large with Pin, White Circle with Heart Cutout Print",Clikits
clikits086pb02,"Clikits Icon, Round 2 x 2 Large with Pin, Soccer Ball Print",Clikits
clikits086pb03,"Clikits Icon, Round 2 x 2 Large with Pin, Black Star on Silver Print",Clikits
clikits086pb04,"Clikits Icon, Round 2 x 2 Large with Pin, Number 1 Print",Clikits
clikits086pb05,"Clikits Icon, Round 2 x 2 Large with Pin, Flower Dark Pink Print",Clikits
clikits086pb06,"Clikits Icon, Round 2 x 2 Large with Pin, Flower Yellow Print",Clikits
clikits087,"Clikits Icon, Rectangle 3L with Pin",Clikits
clikits087pb01,"Clikits Icon, Rectangle 3L with Pin, Palm Tree and Sunset Print",Clikits
clikits087pb02,"Clikits Icon, Rectangle 3L with Pin, Silver 'Best' Print",Clikits
clikits087pb03,"Clikits Icon, Rectangle 3L with Pin, Silver 'Friends' Print",Clikits
clikits088,"Clikits Paper Clip / Hair Clip Plastic, 1 Hole",Clikits
clikits089,"Clikits Icon, Flower 10 Petals 4.5 x 4.5 with 2 Pins",Clikits
clikits090,"Clikits Connector, Straight 2 x 14 with 5 Holes",Clikits
clikits091,"Clikits Connector, L-Bent 6 x 6 with 4 Pins",Clikits
clikits092,"Clikits Connector, Straight 2 x 5 with 2 Pins",Clikits
clikits097,"Clikits Cord, Jelly String with 2 Caps - 470mm - top attachment",Clikits
clikits098,"Clikits Cord, Jelly String with 2 Caps - 155mm - top attachment",Clikits
clikits099,"Clikits Icon, Butterfly 2 x 2 with Hole",Clikits
clikits100pb01,"Clikits Icon, Butterfly 2 x 2 with Pin, Purple Body & Dark Pink Wings Print",Clikits
clikits100pb02,"Clikits Icon, Butterfly 2 x 2 with Pin, Purple Body & Yellow Wings Print",Clikits
clikits100pb03,"Clikits Icon, Butterfly 2 x 2 with Pin, Yellow Body & Dark Pink on Wings Print",Clikits
clikits100pb04,"Clikits Icon, Butterfly 2 x 2 with Pin, Dark Pink Body & Wings Print",Clikits
clikits101,Clikits Tote (22 x 25 x 6 Studs),Clikits
clikits102,"Clikits Paper, Party Invitation 'Star' holding Present and Balloon",Clikits
clikits103,"Clikits Pouch with Zipper and Pull, 5 Holes",Clikits
clikits107,"Clikits Icon, Flower 10 Petals 2 x 2 Large with Pin, Silver Center and Petal Highlights",Clikits
clikits107pb01,"Clikits Icon, Flower 10 Petals 2 x 2 Large with Pin, Trans-Clear Center Cabochon",Clikits
clikits108,"Clikits Magnet, Icon Square 2 x 2 Large with Pin",Clikits
clikits109a,"Clikits Ring, Wide Band with Hole in Top, Fits Child's Finger, Pearlescent Light Pink Layer",Clikits
clikits110,"Clikits Paper, Icon Accent, Star 3 x 3 Special Effect Surface",Clikits
clikits111,"Clikits Bracelet, Jelly 6 x 6",Clikits
clikits112,"Clikits Icon, Rectangle 3L with Hole",Clikits
clikits112pb01,"Clikits Icon, Rectangle 3L with Hole, Silver 'Best' Print",Clikits
clikits112pb02,"Clikits Icon, Rectangle 3L with Hole, Silver 'Friends' Print",Clikits
clikits113,"Clikits Plastic, Rectangle 2 x 5 with Rounded Ends and 2 Holes",Clikits
clikits114,"Clikits Container Box, Square with 1 Hole - Bottom",Clikits
clikits115,"Clikits Container Box, Square with 1 Hole - Lid",Clikits
clikits116,"Clikits Paper, Insert for Frame (2005 Advent Calendar, Day 11)",Clikits
clikits117,"Clikits Paper, Gift Tag 1 (2005 Advent Calendar, Day 12)",Clikits
clikits118,"Clikits Paper, Gift Tag 2 (2005 Advent Calendar, Day 16)",Clikits
clikits119,"Clikits Paper, Gift Tag 3 (2005 Advent Calendar, Day 23)",Clikits
clikits120,"Clikits Cord, Jelly String with 2 Caps - 110mm - Trans Medium Blue side attachment",Clikits
clikits122,"Clikits Icon, Shell 2 x 2 with Pin",Clikits
clikits122pb01,"Clikits Icon, Shell 2 x 2 with Pin, Bright Light Blue Highlights Print",Clikits
clikits122pb02,"Clikits Icon, Shell 2 x 2 with Pin, Bright Light Orange Highlights Print",Clikits
clikits124,Clikits Ring 3 x 3 (Paper Pad Fastener),Clikits
clikits125,"Clikits Connector, Square 8 x 8 with 9 Holes",Clikits
clikits126,"Clikits Paper, Memo Pad with 3 Holes (Set 7526)",Clikits
clikits127,"Clikits Cord, Jelly String with 2 Caps - 110mm - Trans Orange Top attachment and Trans Dark Pink Side attachment",Clikits
clikits129,"Clikits Connector, Cross with 4 Pins",Clikits
clikits130,"Clikits Paper, Insert 10 x 10 for Frame clikits069, 'Daisy' Winking Image",Clikits
clikits135,"Clikits Icon, Flower 5 Pointed Petals 2 x 2 Large with Pin",Clikits
clikits135pb01,"Clikits Icon, Flower 5 Pointed Petals 2 x 2 Large with Pin, Dark Pink Petal Highlights",Clikits
clikits135pb02,"Clikits Icon, Flower 5 Pointed Petals 2 x 2 Large with Pin, Pink Petal Highlights",Clikits
clikits136,"Clikits Icon, Flower 5 Pointed Petals 2 x 2 Large with Hole",Clikits
clikits137,"Clikits Cord, Jelly String with 2 Caps - 110mm - Side Attachment",Clikits
clikits138,"Clikits Paper, Insert 4 x 4 for Frame clikits011, Hawaiian Surfer Girl Image",Clikits
clikits139,"Clikits Paper, Insert 10 x 10 for Frame clikits069, 'Daisy' Hawaiian Hula Image",Clikits
clikits140,"Clikits Mirror Insert 10 x 10, fits Frame clikits069",Clikits
clikits141,"Clikits Icon, Flamingo 2 x 8 with 2 Pins",Clikits
clikits142pb01,"Clikits Flower, 6 x 6 x 2/3, Medium Blue Petal Highlights",Clikits
clikits142pb02,"Clikits Flower, 6 x 6 x 2/3, Dark Pink Petal Highlights",Clikits
clikits144,"Clikits Flexy Film, Leaf 5 x 3 with Cutouts",Clikits
clikits145,"Clikits Flexy Film, Leaf 6 x 4 with Cutouts",Clikits
clikits146,Clikits Tote (25 x 23 x 7 Studs) with 25 Holes,Clikits
clikits147,"Clikits Paper, Insert 10 x 10 for Frame clikits069, 'Star' Image",Clikits
clikits148,"Clikits Paper, Icon Accent, Star 8 x 8 Special Effect Surface",Clikits
clikits149,"Clikits Plastic, Square 15 x 15 with Rounded Corners and 16 Holes",Clikits
clikits150,"Clikits Paper, Insert 4 x 4 for Frame clikits011, 'Heart' with Pink Circles Background Image",Clikits
clikits151,"Clikits Paper, Insert 10 x 10 for Frame clikits069, 'Heart' with Light Green Background Image",Clikits
clikits152,"Clikits Flexy Film, Circle 3 x 3",Clikits
clikits153,"Clikits Flexy Film, Circle 4 x 4",Clikits
clikits154,"Clikits Hairbrush 18 x 5, 3 Holes in Handle, Embossed 'Clikits' on Back",Clikits
clikits155,"Clikits Container Utensil Holder, Cube 9 x 9 x 6, 9 Holes Each Side",Clikits
clikits156,"Hole Punch Tool, Clikits",Non-LEGO
clikits157,"Clikits Paper, 18 x 12 'Star' with Cityscape Image",Clikits
clikits158,"Clikits Paper, 18 x 12 'Star' with Starry Background Image",Clikits
clikits159,"Clikits Paper, Door Hanger, 'Star' with Cityscape Image",Clikits
clikits160,"Clikits Paper, Notepad 'Hearts'",Clikits
clikits161,"Clikits Paper, Bookmark 'Hearts'",Clikits
clikits162,"Clikits Container Box, Rectangle with 2 x 7 Holes Arrangement - Hinged",Containers
clikits163,"Clikits Flexy Film, Heart 4 x 4",Clikits
clikits164,"Clikits Connector, C-Shape 8 x 4 with 2 Pins",Clikits
clikits165,"Clikits Paper Fastener 2 x 4 Spring Clip, 1 Hole",Clikits
clikits166,Memo Pad - Clikits Daisy Image,Non-LEGO
clikits167,"Clikits Connector, Square with 5 x 5 Holes Arrangement (Frame Back)",Clikits
clikits168,"Letter Set Envelope, Square 11 x 11, Clikits Daisy &amp; Stripe Print",Non-LEGO
clikits171,"Clikits Paper, Insert 4 x 4 for Frame clikits011, 'Heart' Relaxing",Clikits
clikits172,"Clikits Paper, Insert 4 x 4 for Frame clikits011, 'Daisy'",Clikits
clikits174,"Clikits Cord, Jelly String with 2 Caps - 375mm with 12 Frosted Trans-Pink Beads - top attachment",Clikits
